"Secure On Frontend","Im Frontend Absichern"
"This is only effective when ""Use Secure URLs in Frontend"" is turned on and the unsecure base url starts with ""https://"".","Diese Einstellung wird erst wirksam, wenn ""Sichere URLs im Frontend"" aktiviert wurde und die Unsichere Basis-URL mit ""https://"" beginnt."
